date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-15 23:22:28,DondePlowman,Vol_Soccer,0,0,10,"So happy about this. Congratulations Andrew!",,,,1272670843869573120,https://twitter.com/DondePlowman/status/1272670843869573120
2020-06-15 22:20:22,DondePlowman,BeckDudley,0,0,0,"So glad you are in this leadership role @BeckDudley. AACSB is already stronger. @AACSB",,@BeckDudley @AACSB,,1272655213313363969,https://twitter.com/DondePlowman/status/1272655213313363969
2020-06-15 22:00:03,DondePlowman,,0,4,71,"I don’t know if we made history today but maybe. Chancellor’s Cabinet met with the cabinets of Karmen Jones, President of SGA, and Austin Boyd, President of GSS to listen to each other & discuss actions for dismantling systemic racism on our campus. A great first conversation.",,,,1272650102931427328,https://twitter.com/DondePlowman/status/1272650102931427328
2020-06-15 21:52:01,DondePlowman,tennalum,0,0,8,"Love this. Vol is a Verb.",,,,1272648078420557825,https://twitter.com/DondePlowman/status/1272648078420557825
2020-06-14 11:45:05,DondePlowman,Knoxscoopgmail1,0,0,0,"Thanks for sharing this. Love the song.",,,,1272132951027920896,https://twitter.com/DondePlowman/status/1272132951027920896
2020-06-14 11:24:15,DondePlowman,,26,14,1037,"One year ago today we left Lincoln, NE, got in our cars and drove to Knoxville to begin a new life. Moved into an apartment in Market Square and started work at UT on July 1. One year, whew!",,,,1272127707384614912,https://twitter.com/DondePlowman/status/1272127707384614912
2020-06-12 15:11:07,DondePlowman,utkfacserv,0,0,17,"You all crushed it. Thanks for leading the way.",,,,1271460027296108544,https://twitter.com/DondePlowman/status/1271460027296108544
2020-06-12 14:49:15,DondePlowman,,0,0,12,"Mike Littlejohn, Chair of the UT Foundation Board of Directors, (highlighted in yellow box) hosts his final meeting as his term ends. We appreciate his leadership. Mike is an alum of Haslam College of Business at UTK & a great example of the important difference our alums make.",,,,1271454523542863873,https://twitter.com/DondePlowman/status/1271454523542863873
2020-06-12 13:48:11,DondePlowman,,1,6,27,"I encourage you to consider applying to serve on one of our campus councils or commissions. The deadline for applications is June 15th. Click the link below for more information. (2/2)",,,,1271439155319517186,https://twitter.com/DondePlowman/status/1271439155319517186
2020-06-12 13:47:41,DondePlowman,,6,9,43,"UTK Faculty & Staff- As we prepare for a new school year, we are looking for voices to help provide insight on how we can continue to work hard on being a campus where everyone is welcome & everyone belongs. (1/2)",,,,1271439030903877633,https://twitter.com/DondePlowman/status/1271439030903877633
2020-06-12 13:12:35,DondePlowman,,0,0,14,"Thanks to professors Lou Gross and Beauvais Lyons for organizing a virtual happy hour with Chancellor’s Professors last evening. Great to catch up with folks during this period of distancing. Each of these faculty members make a big difference everyday at UTK.",,,,1271430197540204546,https://twitter.com/DondePlowman/status/1271430197540204546
2020-06-12 10:47:10,DondePlowman,,0,5,64,"“How few there are who have courage enough to own their faults, or resolution enough to mend them.” (Benjamin Franklin)",,,,1271393602338422784,https://twitter.com/DondePlowman/status/1271393602338422784
2020-06-06 00:57:20,DondePlowman,Vol_Football,2,30,390,"Proud of these student athletes and coaches for using their voices constructively to help make things better.",,,,1269070838038507520,https://twitter.com/DondePlowman/status/1269070838038507520
2020-06-03 15:43:06,DondePlowman,Vol_Football,6,15,188,"I am saddened to learn of the passing of Johnny Majors. He was a dedicated Volunteer who made a meaningful impact on college football. My thoughts and prayers are with his family during this time.",,,,1268206582355148800,https://twitter.com/DondePlowman/status/1268206582355148800
2020-06-03 15:15:43,DondePlowman,Vol_Sports,1,3,7,"Looking forward to this time tonight to share what is taking place at our university and answering questions from our Volunteer community.",,,,1268199691650502656,https://twitter.com/DondePlowman/status/1268199691650502656
2020-06-02 18:11:19,DondePlowman,AmyDyeReeves,1,1,9,"So glad you could make the call and yes Coach @KellieHarper is amazing! Go Vols!",,@KellieHarper,,1267881498130223109,https://twitter.com/DondePlowman/status/1267881498130223109
2020-06-01 21:15:30,DondePlowman,UT_Admissions,0,2,24,"Hey #NewVols, start checking your mailbox for some Big Orange fun! I can’t wait to see you in the fall on Rocky Top! @ut_admissions",,@UT_Admissions,#NewVols,1267565460247248901,https://twitter.com/DondePlowman/status/1267565460247248901
2020-06-01 19:10:19,DondePlowman,,1,6,55,"Hey New Vols. Happy Declaration Day! We are thrilled to welcome you to the Big Orange family and see you on Rocky Top this fall. #GoVols @UT_Admissions",,@UT_Admissions,#GoVols,1267533957899390977,https://twitter.com/DondePlowman/status/1267533957899390977
2020-06-01 16:56:33,DondePlowman,lawisejr,0,0,9,"Congrats to all and I look forward to meeting her soon. Go Vols!",,,,1267500292561612800,https://twitter.com/DondePlowman/status/1267500292561612800
2020-06-01 16:25:01,DondePlowman,UT_Admissions,1,7,38,"This place is home, and we are excited to welcome you #NewVols! @UT_Admissions",,@UT_Admissions,#NewVols,1267492356296781825,https://twitter.com/DondePlowman/status/1267492356296781825
2020-06-01 10:53:44,DondePlowman,Vol_Sports,0,0,2,"@docspitsfire06",,@docspitsfire06,,1267408985281441794,https://twitter.com/DondePlowman/status/1267408985281441794
2020-05-31 16:20:34,DondePlowman,Vol_Sports,0,6,111,"So proud of our coaches and leaders in the Athletic Department. Thanks for using your voice to help us find our way. This will take all of us. Please read their statement.",,,,1267128850800140292,https://twitter.com/DondePlowman/status/1267128850800140292
2020-05-31 13:25:31,DondePlowman,gussowilliams5,0,0,30,"Coach Williams, you are an incredible leader. People like you and me have to help make this stop. You are amazing and thanks for sharing this",,,,1267084795512840194,https://twitter.com/DondePlowman/status/1267084795512840194
2020-05-30 20:39:16,DondePlowman,mdwilson_law,0,0,11,"Love those!",,,,1266831563859394562,https://twitter.com/DondePlowman/status/1266831563859394562
2020-05-30 20:34:24,DondePlowman,J_ARM_,0,0,2,"Ah, Jason, thanks for sharing that.",,,,1266830339286188032,https://twitter.com/DondePlowman/status/1266830339286188032
2020-05-30 18:41:14,DondePlowman,UTKDeanLoriM,0,1,11,"Counting you in Dean Messenger. Thanks!",,,,1266801862717706240,https://twitter.com/DondePlowman/status/1266801862717706240
2020-05-30 18:40:25,DondePlowman,MichaelJHigdon,1,0,12,"I am going to teach a class this fall. Already thinking about it. What if the chancellor gets bad evaluations? I don’t thank it ever goes away if you really care about what you’re doing.",,,,1266801655430942720,https://twitter.com/DondePlowman/status/1266801655430942720
2020-05-30 17:44:25,DondePlowman,,27,158,687,"His name is George Floyd. The pain and fear are real for so many members of our campus community. We must do better. Please read my entire statement.",,,,1266787561139310594,https://twitter.com/DondePlowman/status/1266787561139310594
2020-05-29 14:14:44,DondePlowman,,0,0,2,"",,,,1266372408740507653,https://twitter.com/DondePlowman/status/1266372408740507653
2020-05-29 13:58:35,DondePlowman,,7,12,105,"Hey Vols! Happy Big Orange Friday! With so much difficult news in the world right now, it’s important to find moments of joy where we can. Here is some good news for your day. #AllInThisTogether @UTKnoxville",,@UTKnoxville,#AllInThisTogether,1266368343105126402,https://twitter.com/DondePlowman/status/1266368343105126402
2020-05-29 11:26:49,DondePlowman,,0,3,23,"“Life loves to be taken by the lapel and told, ‘I’m with you, kid. Let’s go!’” (Maya Angelou). Let’s start this day by telling someone who might need to hear it — ‘you got this!’",,,,1266330147931729921,https://twitter.com/DondePlowman/status/1266330147931729921
2020-05-28 23:24:50,DondePlowman,monica_kast,0,0,5,"Thank you @monica_kast for the opportunity to visit about our plans for fall at Rocky Top. #GoVols",,@monica_kast,#GoVols,1266148456298614786,https://twitter.com/DondePlowman/status/1266148456298614786
2020-05-26 16:40:57,DondePlowman,tennalum,0,0,13,"Looking forward to connecting with California Vols tomorrow.",,,,1265322040137003008,https://twitter.com/DondePlowman/status/1265322040137003008
2020-05-25 17:08:59,DondePlowman,,0,4,62,"Thinking of those who sacrificed for our country, who saw our country as this ideal worth fighting for, making the ultimate sacrifice for. Trying to imagine that kind of courage. We owe it to them to keep striving for the ideal.",,,,1264966705161306113,https://twitter.com/DondePlowman/status/1264966705161306113
2020-05-25 15:08:17,DondePlowman,salesclassroom,0,0,5,"Wow! Congrats to Luke and his mom and dad ( they deserve at least some of the credit).",,,,1264936330724810752,https://twitter.com/DondePlowman/status/1264936330724810752
2020-05-25 11:20:48,DondePlowman,,6,4,143,"Smart words from my Pelaton instructor this morning : “When we stop rushing through life, we find out how much more time we have for life.” In a weird way, even though there is much work to do, Covid19 has caused all of us to stop rushing through life......or at least slow down.",,,,1264879081964933120,https://twitter.com/DondePlowman/status/1264879081964933120
2020-05-24 17:34:26,DondePlowman,Vol_Football,0,2,118,"This will be fun to watch! ",,,,1264610721695969286,https://twitter.com/DondePlowman/status/1264610721695969286
2020-05-24 15:34:35,DondePlowman,,0,2,111,"Looking forward to cheering on Peyton today as he teams up w/ @TigerWoods to take on @TomBrady &amp; @PhilMickelson in The Match when it tees off at 3pm! Helping raise funds to benefit COVID-19 relief efforts is a great example of the Volunteer spirit. #CapitolOnesTheMatch #TheMatch",,@TigerWoods @TomBrady @PhilMickelson,#CapitolOnesTheMatch #TheMatch,1264580561810661376,https://twitter.com/DondePlowman/status/1264580561810661376
2020-05-24 12:56:51,DondePlowman,,2,22,147,"“Attitude is, in fact, a simple daily choice. It makes a significant difference in individual and group success.” (Pat Summitt)",,,,1264540867999797250,https://twitter.com/DondePlowman/status/1264540867999797250
2020-05-22 11:50:06,DondePlowman,,2,30,324,"Hey Vols! It’s Big Orange Friday! I hope you are staying safe and healthy. #AllInThisTogether #BigOrangeFriday #GoVols @UTKnoxville @Vol_Hoops",,@UTKnoxville @Vol_Hoops,#AllInThisTogether #BigOrangeFriday #GoVols,1263799292512350209,https://twitter.com/DondePlowman/status/1263799292512350209
2020-05-20 23:52:27,DondePlowman,,1,7,69,"Tonight, we honored Hera Jay Brown as a Rhodes Scholar. With her loved ones and friends on Zoom, we celebrated her accomplishments! To hear the stories and fond memories that her friends shared, it is evident that she makes an impact everywhere she goes. Congratulations, Hera!",,,,1263256303977345024,https://twitter.com/DondePlowman/status/1263256303977345024
2020-05-20 19:53:48,DondePlowman,VolJeff,0,0,11,"That is one of the suggestions in the report and we are definitely considering it.",,,,1263196246686289921,https://twitter.com/DondePlowman/status/1263196246686289921
2020-05-20 19:23:46,DondePlowman,Andyvflbowser,2,1,8,"Summer school will be all online.",,,,1263188686952443907,https://twitter.com/DondePlowman/status/1263188686952443907
2020-05-20 18:34:33,DondePlowman,,2,8,46,"Our faculty and staff did an amazing job in helping provide a pathway forward in Re-Imagining Fall during this pandemic. This is rich with ideas and careful thought and we are getting to work on what comes next.",,,,1263176300417765376,https://twitter.com/DondePlowman/status/1263176300417765376
2020-05-20 18:16:14,DondePlowman,Hancen4Sale,0,0,6,"Thanks Hancen.",,,,1263171692442062848,https://twitter.com/DondePlowman/status/1263171692442062848
2020-05-20 12:42:01,DondePlowman,,4,112,465,"From Pat Summitt - “You are in control of your life. There are four things you can control every day of your life: attitude, work ethic, how you treat others, how you treat yourself.” Let’s start today with that idea.",,,,1263087583250255872,https://twitter.com/DondePlowman/status/1263087583250255872
2020-05-20 03:38:31,DondePlowman,jakeywakeyy,0,0,3,"It will be posted to website tomorrow.",,,,1262950808049590279,https://twitter.com/DondePlowman/status/1262950808049590279
2020-05-18 11:07:30,DondePlowman,UTK_Philosophy,0,0,18,"Wow! Wow! Congratulations. Speaks so highly of you and the education you received. Wishing you all the best.",,,,1262339023412084736,https://twitter.com/DondePlowman/status/1262339023412084736
2020-05-17 22:59:54,DondePlowman,BeckieCox,0,0,5,"Well said.",,,,1262155916272689158,https://twitter.com/DondePlowman/status/1262155916272689158
2020-05-17 20:44:50,DondePlowman,,3,18,154,"This little book is full of wisdom in short little nuggets from Pat Summit. Here’s one: “Some people focus on getting the best life has to give. I challenge you to give life your best.”",,,,1262121922273435649,https://twitter.com/DondePlowman/status/1262121922273435649
2020-05-17 01:52:39,DondePlowman,,2,7,148,"Earlier this week,I had the chance to thank a group of healthcare workers w/ Coach Fulmer who are serving our Knoxville community!From cheering the game maxims, to running through the T, to learning how to conduct Rocky Top from Dr. Ryder,it was a memorable night for all! #GBO",,,#GBO,1261837000031731717,https://twitter.com/DondePlowman/status/1261837000031731717
2020-05-16 13:09:23,DondePlowman,ehaag,0,0,66,"16 is such a good number for lots of reasons but especially for two important members of Tennessee’s leadership team.",,,,1261644917387997184,https://twitter.com/DondePlowman/status/1261644917387997184
2020-05-15 20:49:36,DondePlowman,Vol_Hoops,8,58,790,"I have done a lot of fun things since coming to Rocky Top. This might be the funnest yet and - as a mom - it makes me cry when I watch it. Thanks Coach Barnes and Tennessee Athletics for making this happen.#allinthistogether",,,#allinthistogether,1261398347086098432,https://twitter.com/DondePlowman/status/1261398347086098432
2020-05-15 19:24:27,DondePlowman,ResearchUTK,0,1,9,"You all are funny! Smokey is the best!",,,,1261376920215830532,https://twitter.com/DondePlowman/status/1261376920215830532
2020-05-15 10:49:59,DondePlowman,,1,14,106,"“Optimism is the faith that leads to achievement. Nothing can be done without hope & confidence”(Helen Keller). Let’s devote this Friday to helping each other stay hopeful and confident.",,,,1261247451291320321,https://twitter.com/DondePlowman/status/1261247451291320321
2020-05-14 21:16:14,DondePlowman,volrandy71,0,0,35,"Randy, thank you for those comments. No better place to be right now than UTK! #poweredbytheT",,,#poweredbytheT,1261042663274487808,https://twitter.com/DondePlowman/status/1261042663274487808
2020-05-14 18:58:30,DondePlowman,,3,11,96,"Good things are happening here at @UTKnoxville! Seventeen students have been offered @FulbrightPrgrm awards for the 2020–21 academic year, continuing UT's success as one of the nation's top-producing Fulbright campuses.",,@UTKnoxville @FulbrightPrgrm,,1261008002464788486,https://twitter.com/DondePlowman/status/1261008002464788486
2020-05-14 12:27:44,DondePlowman,,1,3,47,"Happy #NationalPoliceWeek to our law enforcement here at the University of Tennessee, Knoxville, and across our great state of Tennessee. Thank you for your dedication to ensuring our Volunteer community stays safe here on Rocky Top. I am grateful for all you do!",,,#NationalPoliceWeek,1260909662448173057,https://twitter.com/DondePlowman/status/1260909662448173057
2020-05-13 21:43:27,DondePlowman,UT_Admissions,1,7,64,"This is so good. Class of 2020 speaking to class of 2024. Moving - what it means to be a Volunteer.",,,,1260687125391069199,https://twitter.com/DondePlowman/status/1260687125391069199
2020-05-13 21:02:49,DondePlowman,UTKCEHHS,0,0,7,"What a great program.",,,,1260676898255929348,https://twitter.com/DondePlowman/status/1260676898255929348
2020-05-13 20:39:59,DondePlowman,KatyDornbos,2,0,1,"@MikeZeleny is a much better pianist than I am. He’s got this",,@MikeZeleny,,1260671153359683584,https://twitter.com/DondePlowman/status/1260671153359683584
2020-05-13 16:14:48,DondePlowman,EvanNewell,0,9,96,"Just one more example of what makes this place special - the people.",,,,1260604417390370818,https://twitter.com/DondePlowman/status/1260604417390370818
2020-05-12 21:34:28,DondePlowman,ambers_williams,1,5,25,"This is a GREAT opportunity Vols!",,,,1260322475059150851,https://twitter.com/DondePlowman/status/1260322475059150851
2020-05-12 21:21:27,DondePlowman,DondePlowman,1,2,37,"Smokey was a good sport the day we filmed these.",,,,1260319201174138880,https://twitter.com/DondePlowman/status/1260319201174138880
2020-05-12 21:14:51,DondePlowman,,12,30,300,"Hey #NewVols! Smokey and I can’t wait to see you on Rocky Top! I’ve had some memorable moments with Smokey. Have you met our good boy? Reply with your favorite memories of Smokey! #UTK24",,,#NewVols #UTK24,1260317540770877442,https://twitter.com/DondePlowman/status/1260317540770877442
2020-05-12 15:52:48,DondePlowman,ResearchUTK,0,0,33,"Could not be more excited about this. Can’t wait for Dr. Crawford to join us. #leadershipmatters",,,#leadershipmatters,1260236492653449217,https://twitter.com/DondePlowman/status/1260236492653449217
2020-05-12 15:43:18,DondePlowman,CamilleCrumpton,3,2,107,"Thank you @SenAlexander. Appreciate your help and support of @UTKnoxville and the great state of Tennessee.",,@SenAlexander @UTKnoxville,,1260234102277656576,https://twitter.com/DondePlowman/status/1260234102277656576
2020-05-11 16:12:47,DondePlowman,UTKHerbarium,0,0,4,"Congratulations Helen! Well deserved!",,,,1259879134488035338,https://twitter.com/DondePlowman/status/1259879134488035338
2020-05-09 14:53:15,DondePlowman,KathyFarrellUNL,0,0,1,"Good work Dean @KathyFarrell getting this group of leaders to the finish line. Congrats to everyone!",,@KathyFarrell,,1259134344062533633,https://twitter.com/DondePlowman/status/1259134344062533633
2020-05-09 00:45:48,DondePlowman,benfredlee,0,1,50,"So cool.",,,,1258921075934707720,https://twitter.com/DondePlowman/status/1258921075934707720
2020-05-08 11:52:45,DondePlowman,,0,24,329,"Vols, it’s the best day of the week- Big Orange Friday! Have a great day! ",,,,1258726530160656384,https://twitter.com/DondePlowman/status/1258726530160656384
2020-05-07 22:54:44,DondePlowman,,0,2,142,"Today would have been the start of commencement ceremonies here at UTK. I decided to drop by the Torchbearer & had the honor of taking some pictures w/ 2020 graduates. I am so proud of the resiliency & determination our grads have shown. They are an inspiration. Congratulations! – at The University of Tennessee",,,,1258530735947841536,https://twitter.com/DondePlowman/status/1258530735947841536
2020-05-07 22:51:40,DondePlowman,UTKnoxville,2,1,42,"There should be no confusion about this.",,,,1258529963772272640,https://twitter.com/DondePlowman/status/1258529963772272640
2020-05-07 21:49:01,DondePlowman,annemho_math,0,0,7,"That was a great meeting. I left it energized, inspired, and hopeful. We can do this. #VolunteerSpirit",,,#VolunteerSpirit,1258514197828132864,https://twitter.com/DondePlowman/status/1258514197828132864
2020-05-07 10:42:31,DondePlowman,OrangeVol86,1,0,13,"You made us all sound really good. Thanks for all you do, Russ.",,,,1258346469393924096,https://twitter.com/DondePlowman/status/1258346469393924096
2020-05-07 00:05:54,DondePlowman,UTKnoxville,2,2,33,"This was fun. The outcome is sweet and a gift to #UTGrad2020.....every single one of them.",,,#UTGrad2020,1258186258502823936,https://twitter.com/DondePlowman/status/1258186258502823936
2020-05-07 00:04:15,DondePlowman,PatePlantPath,1,0,13,"Congratulations Shelly. Well deserved!",,,,1258185841282813957,https://twitter.com/DondePlowman/status/1258185841282813957
2020-05-06 22:46:15,DondePlowman,,1,0,84,"What a day. One zoom meeting had 200+ campus leaders, one had 80 chancellor’s associates, and the other had 700+ faculty and staff. Great time to be a Vol!",,,,1258166213403959296,https://twitter.com/DondePlowman/status/1258166213403959296
2020-05-06 16:09:28,DondePlowman,UTKnoxville,1,17,244,"See you in the fall. Go Vols!",,,,1258066359931600898,https://twitter.com/DondePlowman/status/1258066359931600898
2020-05-06 09:45:52,DondePlowman,UT_Admissions,0,0,12,"New Vols. Here you go. A 3-phased new student orientation experience. Watch this and get ready for RockyTop!",,,,1257969821444190208,https://twitter.com/DondePlowman/status/1257969821444190208
2020-05-06 09:39:55,DondePlowman,UTKnoxville,0,0,5,"What an amazing future Uriah Richey has ahead of her. Watch this video. #UTGRAD2020",,,#UTGRAD2020,1257968327152021504,https://twitter.com/DondePlowman/status/1257968327152021504
2020-05-06 01:15:25,DondePlowman,,5,3,301,"While on campus today, I met Isabelle Baker and her mom as they were taking graduation photos. Isabelle, who majored in psychology, will soon be moving to Miami to start her position with the FBI. Her future is so bright it is blinding! Congratulations @izzybaker54 !",,@izzybaker54,,1257841364726878208,https://twitter.com/DondePlowman/status/1257841364726878208
2020-05-06 01:10:50,DondePlowman,izzybaker54,0,0,25,"Isabelle, so glad to meet you and your mom this afternoon. Wish we were doing the real commencement instead of acting it out six feet apart but we are helping our community stay safe. Proud of you and look forward to the big things you are going to do in life. Go Vols!",,,,1257840209716224000,https://twitter.com/DondePlowman/status/1257840209716224000
2020-05-06 00:48:01,DondePlowman,UTK_TCE,0,1,28,"So glad Mayor @GlennJacobsTN was on campus today to see the work of our faculty and students in this fight.",,@GlennJacobsTN,,1257834468888457217,https://twitter.com/DondePlowman/status/1257834468888457217
2020-05-06 00:30:18,DondePlowman,allie_clouse,0,0,4,"Well deserved and congratulations!",,,,1257830011970650121,https://twitter.com/DondePlowman/status/1257830011970650121
2020-05-05 23:20:39,DondePlowman,Ronaldayoung,0,0,9,"Ronald, great speaking with you today. Thanks for calling in for Office Hours.",,,,1257812481671671808,https://twitter.com/DondePlowman/status/1257812481671671808
2020-05-05 23:19:58,DondePlowman,andrewhart5,0,0,2,"Andrew, great visiting with you during Office Hours today.",,,,1257812312561537026,https://twitter.com/DondePlowman/status/1257812312561537026
2020-05-05 15:30:42,DondePlowman,Partners_UT,0,0,12,"Big congratulations to these UTK leaders.",,,,1257694213707386885,https://twitter.com/DondePlowman/status/1257694213707386885
2020-05-05 12:06:08,DondePlowman,,1,4,15,"Hey Vols! Join me for Office Hours today at 3pm EST. I look forward to talking with our students, faculty, and staff! https://calendar.utk.edu/event/chancellor_plowman_hosts_virtual_office_hours_4459#.XrFWdyUpAlQ",,,,1257642735651225600,https://twitter.com/DondePlowman/status/1257642735651225600
2020-05-05 09:23:40,DondePlowman,UTKDailyBeacon,0,1,34,"Congratulations Frank!",,,,1257601847113768960,https://twitter.com/DondePlowman/status/1257601847113768960
2020-05-03 21:12:05,DondePlowman,,0,4,69,"This is graduation week at UTK. Graduates, I hope you will read this little piece written just for you. History found you & the world needs you. The 2020 Commencement Speech You’ll Never Hear - The Atlantic",,,,1257055352119533568,https://twitter.com/DondePlowman/status/1257055352119533568
2020-05-01 16:10:23,DondePlowman,,1,0,23,"This morning I enjoyed attending the UT Institute of Agriculture Fireside Chat with Dr. Tim Cross. About 400 people attended. UTIA leads so many important efforts in our state. Thanks for all you do in all 95 counties.",,,,1256254651030212613,https://twitter.com/DondePlowman/status/1256254651030212613
2020-05-01 16:06:12,DondePlowman,UTIAg,0,2,16,"This video is beautiful. I guess I’m tearing up a lot lately, but I got a little teary-eyed watching this short video. We all need to spread hope and we also all need to hear words of hope. Thank you UTIA for what you do every day and today, thank you for this video.",,,,1256253598759084038,https://twitter.com/DondePlowman/status/1256253598759084038
2020-05-01 00:59:01,DondePlowman,UTKNAACP,0,0,17,"Congrats Sharon!",,,,1256025298245758977,https://twitter.com/DondePlowman/status/1256025298245758977
2020-05-01 00:33:27,DondePlowman,UTKreligion,0,1,18,"Congrats Andrew!",,,,1256018863998873600,https://twitter.com/DondePlowman/status/1256018863998873600
2020-05-01 00:32:03,DondePlowman,CoachMiles,3,0,9,"Tim, we just finished Season 3 also. Oh my gosh!",,,,1256018511442382851,https://twitter.com/DondePlowman/status/1256018511442382851
2020-04-30 22:15:18,DondePlowman,UTKnoxville,0,2,42,"Rocky Top is truly a special place. Thanks to our amazing alums who made this a successful initiative. #VFLClassCrash was a huge success.",,,#VFLClassCrash,1255984097228357635,https://twitter.com/DondePlowman/status/1255984097228357635
2020-04-30 21:44:58,DondePlowman,UTKMABE,0,0,10,"Congrats Ryan!",,,,1255976464601808896,https://twitter.com/DondePlowman/status/1255976464601808896
2020-04-29 22:09:48,DondePlowman,DondePlowman,0,5,9,"@MayorKincannon said it well. We wear masks to protect our neighbors and slow the spread of the corona virus. Saw some very stylish masks at @CruzeFarm downtown while picking up some needed supplies. Let’s do this Vols!",,@MayorKincannon @CruzeFarm,,1255620324978286592,https://twitter.com/DondePlowman/status/1255620324978286592
2020-04-29 19:33:31,DondePlowman,,7,1,102,"Earlier this week, I stopped by Cruze Farm’s downtown location to pick up some essentials - ice cream and chocolate milk! Their salty caramel ice cream is delicious. What is your favorite item to order at Cruze? @CruzeFarm – at Cruze Farm Milk Bar",,@CruzeFarm,,1255580996604506114,https://twitter.com/DondePlowman/status/1255580996604506114
2020-04-29 19:24:06,DondePlowman,AACSB,0,0,2,"Great choice. Congrats Caryn.",,,,1255578624285126659,https://twitter.com/DondePlowman/status/1255578624285126659
2020-04-29 19:23:01,DondePlowman,UT_Admissions,0,0,4,"Great tips here.",,,,1255578351001047042,https://twitter.com/DondePlowman/status/1255578351001047042
2020-04-29 19:20:20,DondePlowman,Vol_VBall,0,1,13,"Congratulations. Way to lead!",,,,1255577677077057536,https://twitter.com/DondePlowman/status/1255577677077057536
2020-04-29 19:19:58,DondePlowman,Vol_Tennis,0,0,13,"Congratulations!",,,,1255577583502217216,https://twitter.com/DondePlowman/status/1255577583502217216
2020-04-29 19:18:09,DondePlowman,Vol_Swim,0,0,14,"Wow! Fantastic and congratulations.",,,,1255577128063598593,https://twitter.com/DondePlowman/status/1255577128063598593
2020-04-29 10:42:33,DondePlowman,NebraskaMAIAA,0,0,2,"Great to see Bri’s shining face giving that award.",,,,1255447374643761152,https://twitter.com/DondePlowman/status/1255447374643761152
2020-04-28 23:55:18,DondePlowman,Hancen4Sale,0,1,17,"This was fun. Thank you, Hancen.",,,,1255284485605806082,https://twitter.com/DondePlowman/status/1255284485605806082
2020-04-28 14:05:53,DondePlowman,HeyDrShea,0,0,7,"Great idea, @HeyDrShea! I know our Vols are determined to finish the semester strong! Here are some of my favorite tunes.",,@HeyDrShea,,1255136154824794113,https://twitter.com/DondePlowman/status/1255136154824794113
2020-04-28 13:03:16,DondePlowman,,0,8,27,"Hey Vols! I will be hosting Office Hours today at 3pm EST on Zoom and will have a special guest with me: @UT_President Randy Boyd! Please join us as we look forward to talking with you! Click on the link below for more information! https://calendar.utk.edu/event/chancellor_plowman_hosts_virtual_office_hours_3070#.XqgoPiUpAlQ",,@UT_President,,1255120398435463168,https://twitter.com/DondePlowman/status/1255120398435463168
2020-04-27 22:22:25,DondePlowman,UTKnoxville,3,2,65,"This video makes me tear up every time I watch it. One of the funnest assignments I’ve had so far. Go Vols!",,,,1254898723257290752,https://twitter.com/DondePlowman/status/1254898723257290752
2020-04-27 18:28:08,DondePlowman,,5,8,199,"It is so important to support local businesses during this tough time. I ordered lunch from @Yassin_Falafel and it was great! I highly recommend the hummus! #weareallinthistogether",,@Yassin_Falafel,#weareallinthistogether,1254839766971043840,https://twitter.com/DondePlowman/status/1254839766971043840
2020-04-24 19:56:21,DondePlowman,NBCSSixers,0,0,13,"Thanks Josh for being an incredible VFL! It is inspiring to see how Vols are helping their communities during these hard times!",,,,1253774802646708228,https://twitter.com/DondePlowman/status/1253774802646708228
2020-04-24 15:05:57,DondePlowman,,0,16,68,"To our 2020 graduates-The deadline to submit a photo and personal message for our virtual graduation celebration is April 26, 2020 at 11:59 EST. This is an opportunity to celebrate with your fellow students, family, and friends until we have a face to face ceremony in the future.",,,,1253701721039286275,https://twitter.com/DondePlowman/status/1253701721039286275
2020-04-24 10:30:46,DondePlowman,UTKnoxville,0,0,23,"Vols for Life just keep on giving to our students, our university. Thank you @Grant2Will for the love, the inspiration, the advice. There really isn’t a place like Rocky Top. Go Vols.",,@Grant2Will,,1253632467556347905,https://twitter.com/DondePlowman/status/1253632467556347905
2020-04-24 10:26:18,DondePlowman,VeterinarySWK,0,1,10,"Congratulations. Nothing like finishing strong!",,,,1253631346074947587,https://twitter.com/DondePlowman/status/1253631346074947587
2020-04-23 22:21:40,DondePlowman,alexcole2018,1,0,6,"I want to get one for my laptop. Very cool. Hope you are ok.",,,,1253448984825335809,https://twitter.com/DondePlowman/status/1253448984825335809
2020-04-23 22:12:44,DondePlowman,alexcole2018,2,2,36,"I love this. We are all “powered by the T”. Go Vols!",,,,1253446736795893760,https://twitter.com/DondePlowman/status/1253446736795893760
2020-04-23 21:22:51,DondePlowman,,0,2,44,"Last week, our students made their voices heard and cast their vote for their next Student Government Association leaders. Congratulations to our incoming SGA President Karmen Jones, Vice President-elect Raj Patel, and Student Services Director-elect Emma Kate Hall!",,,,1253434181238980611,https://twitter.com/DondePlowman/status/1253434181238980611
2020-04-23 15:20:20,DondePlowman,,2,20,52,"Hey Vols! It’s not too late to respond to the 2020 Census. Although many of you have returned to your primary residence due to COVID-19, be sure to use your Knoxville address. Respond online at http://2020census.gov. Help us help future Vols!",,,,1253342950525984768,https://twitter.com/DondePlowman/status/1253342950525984768
2020-04-23 13:09:54,DondePlowman,ambers_williams,1,0,9,"Everyone loves surprises!",,,,1253310129405071363,https://twitter.com/DondePlowman/status/1253310129405071363
